n_empty,score,top_n,inchikey,smiles,adduct,instrument_type,identifier
10186,0.8984350965558058,4,NOQVBHHOUTTZGE,C/C=C\1/C[C@@]2([C@@](O2)(C(=O)OCC3=CCN4[C@H]3[C@@H](CC4)OC1=O)C)CO,[M+H]+,Orbitrap,MassSpecGymID0103932
10186,0.9175257633579644,4,NOQVBHHOUTTZGE,C/C=C\1/C[C@@]2([C@@](O2)(C(=O)OCC3=CCN4[C@H]3[C@@H](CC4)OC1=O)C)CO,[M+H]+,Orbitrap,MassSpecGymID0103933
10186,0.9256494727174756,4,NOQVBHHOUTTZGE,C/C=C\1/C[C@@]2([C@@](O2)(C(=O)OCC3=CCN4[C@H]3[C@@H](CC4)OC1=O)C)CO,[M+H]+,Orbitrap,MassSpecGymID0103934
10186,0.924124453391999,4,NOQVBHHOUTTZGE,C/C=C\1/C[C@@]2([C@@](O2)(C(=O)OCC3=CCN4[C@H]3[C@@H](CC4)OC1=O)C)CO,[M+H]+,Orbitrap,MassSpecGymID0103935
10186,0.926944359197966,4,NOQVBHHOUTTZGE,C/C=C\1/C[C@@]2([C@@](O2)(C(=O)OCC3=CCN4[C@H]3[C@@H](CC4)OC1=O)C)CO,[M+H]+,Orbitrap,MassSpecGymID0103936
10186,0.9435551570419296,4,NOQVBHHOUTTZGE,C/C=C\1/C[C@@]2([C@@](O2)(C(=O)OCC3=CCN4[C@H]3[C@@H](CC4)OC1=O)C)CO,[M+H]+,Orbitrap,MassSpecGymID0103937
10186,0.95192708174943,3,NOQVBHHOUTTZGE,C/C=C\1/C[C@@]2([C@@](O2)(C(=O)OCC3=CCN4[C@H]3[C@@H](CC4)OC1=O)C)CO,[M+H]+,Orbitrap,MassSpecGymID0103938
10186,0.9282420887279282,5,NOQVBHHOUTTZGE,C/C=C\1/C[C@@]2([C@@](O2)(C(=O)OCC3=CCN4[C@H]3[C@@H](CC4)OC1=O)C)CO,[M+H]+,Orbitrap,MassSpecGymID0103939
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103941
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103942
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103943
10186,0.791774970619249,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103944
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103945
10186,0.958662891648442,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103946
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103947
10186,0.8513335927638142,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103948
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103949
10186,0.8601432210217618,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103950
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103951
10186,0.7745566330176589,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103952
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103953
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103954
10186,0.814551717450133,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103955
10186,0.9275594886683672,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103956
10186,0.8835176565814902,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103957
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103958
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103959
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103960
10186,0.774866844075853,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103961
10186,0.7929711981446482,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103962
10186,0.8187145404455208,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103963
10186,0.8533150586109408,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103964
10186,0.8601332819752318,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103965
10186,0.8841966304299159,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103966
10186,0.9302366444343508,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103967
10186,0.9714224553204098,2,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103968
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103969
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103970
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103971
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103972
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103973
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103974
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103975
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103976
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103977
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103978
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103979
10186,1.0,1,QHOZSLCIKHUPSU,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,[M+H]+,Orbitrap,MassSpecGymID0103980
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103981
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103982
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103983
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103984
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103985
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103986
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103987
10186,0.9599979566923644,2,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103988
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103989
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103990
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103991
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103992
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103993
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103994
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103995
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103996
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103997
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103998
10186,0.9629417374981012,2,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0103999
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104000
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104001
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104002
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104003
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104004
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104005
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104006
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104007
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104008
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104009
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104010
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104011
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104012
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104013
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104014
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104015
10186,1.0,1,AABILZKQMVKFHP,C/C=C(/C)\C(=O)O[C@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O)[O-],[M+H]+,Orbitrap,MassSpecGymID0104016
10186,0.713050662505155,16,PUPKKEQDLNREIM,CC1[C@@H]([C@@H](C([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O[C@H]4[C@H](C([C@H](C(O4)C)O)O)O)C5=CC=C(C=C5)O)O)O)O)O,[M+H]+,Orbitrap,MassSpecGymID0104018
10186,0.7871078448882661,5,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104020
10186,0.7887552309474872,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104021
10186,0.8178236641332868,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104022
10186,0.810067058853159,5,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104023
10186,0.795652479172142,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104024
10186,0.7827784897185289,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104025
10186,0.8131331412327077,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104026
10186,0.7753138073942222,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104027
10186,0.8111117822891456,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104028
10186,0.8110337836747222,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104029
10186,0.8112289150363878,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104030
10186,0.7753138073942222,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104031
10186,0.7753138073942222,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104032
10186,0.7733992625586197,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104033
10186,0.7884791709916021,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104034
10186,0.7508111561592096,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,QTOF,MassSpecGymID0104035
10186,0.8164684919543783,5,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,QTOF,MassSpecGymID0104036
10186,0.7753138073942222,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,QTOF,MassSpecGymID0104037
10186,0.7146324346641219,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,QTOF,MassSpecGymID0104038
10186,0.7917649433711387,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,QTOF,MassSpecGymID0104039
10186,0.7753138073942222,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,QTOF,MassSpecGymID0104040
10186,0.8226809791346615,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104041
10186,0.8155636296418629,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104042
10186,0.8143728775423318,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104043
10186,0.7888317278149725,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104047
10186,0.8105533094780681,5,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104048
10186,0.7733788087299601,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104049
10186,0.7828399973326474,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104050
10186,0.7868804476688402,5,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104051
10186,0.7881186500114218,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104052
10186,0.7955772967810157,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104053
10186,0.8131896505733597,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104054
10186,0.818038267487059,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104055
10186,0.8110306093262023,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104056
10186,0.8111084591794547,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104057
10186,0.8111555937242207,6,ANJTVLIZGCUXLD,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,[M+H]+,Orbitrap,MassSpecGymID0104058
